name,display_name,version,category,technical_category,author,summary,description,depends,auto_install,installable,application,path,manifest_file
gst_invoice,GST - Returns and Invoices,2.0.0,Custom,Accounting,Webkul Software Pvt. Ltd.,Odoo GST - Returns and Invoices helps to file the monthly return that summarizes all outward supplies by registered taxpayers,"GST - Returns and Invoices
GST
One Nation One Tax
Tax
Odoo Tax
Odoo GST
Returns and Invoices
Goods and Services Tax
Tax module
Tax App
GST module
Goods and Services Tax in Odoo","l10n_in, account_tax_python",False,True,True,addons_custom/gst_invoice,__manifest__.py
journal_extension,Journal Extension,0.1,Custom,account,Inexoft technologies,"
        Account Opening
        ","
        Account Opening
    ","base, account",False,True,False,common/journal_extension,__manifest__.py
accounts_transactions_voucher_balance,"Accounts, Transactions Voucher Journal Balance",0.1,Custom,Uncategorized,My Company,"
        Receipt,Payment Voucher Journal Balance
        Customer Receipt, Vendor Payments Journal Balance
        ","
            Long description of module's purpose
        ","base, account, inexoft_account_voucher, base_accounting_kit",False,True,False,common/accounts_transactions_voucher_balance,__manifest__.py
bank_reconciliation,Manual Bank Reconciliation,15.0.1.0.0,Custom,Accounting,Unknown,Replacing default bank statement reconciliation method by traditional way,Replacing default bank statement reconciliation method by traditional way,account,False,True,False,common/bank_reconciliation,__manifest__.py
total_in_words,total_in_words,0.1,Custom,Uncategorized,My Company,"
        Short (1 phrase/line) summary of the module's purpose, used as
        subtitle on modules listing or apps.openerp.com","
        Long description of module's purpose
    ","base, account, l10n_in, inexoft_account_voucher",False,True,False,common/total_in_words,__manifest__.py
inexoft_account_opening,Account Opening,0.1,Custom,account,Inexoft technologies,"
        Account Opening
        ","
        Account Opening
    ",account,False,True,False,common/inexoft_account_opening,__manifest__.py
account_opening_extension,Account Opening Extension,15.0,Custom,Accounts Opening,Inexoft Technologies, Financial Year ,,"base, inexoft_account_opening",False,True,False,common/account_opening_extension,__manifest__.py
account_vouchers,Accounts Transaction and Report,15.0.1.0.0,Custom,Accounts Vouchers,Inexoft Technologies, To Fulfill all accounting needs,"
        Contains

            ♦ Receipt Voucher

            ♦ Payment Voucher

            ♦ Journal Voucher

            ♦ Customer Receipt

            ♦ Vendor Receipt

            ♦ Bank Reconci","base, account, base_accounting_kit, bank_reconciliation, base_account_budget, inexoft_account_payments, inexoft_account_voucher, cash_book, day_book, daybook_co_op, general_ledger, trial_balance, manufacturing_trading, profit_loss_balance_sheet, partner_ledger, rnd_register, l10n_in",False,True,False,common/account_vouchers,__manifest__.py
stock_receipt_issue,Stock Receipt Damage Issue Voucher,15.0,Custom,Stock Inventory,Inexoft Technologies, Stock Receipt Damage Issue Voucher ,,"base, stock, product",False,True,False,common/stock_receipt_issue,__manifest__.py
journal_voucher_extension,Journal Voucher Extension,0.1,Custom,account,Inexoft technologies,"
        ","
    hide cash account from journal voucher accounts list
    ",account,False,True,False,common/journal_voucher_extension,__manifest__.py
om_payroll_custom, ♦ Hr Payroll Customization ♦,13.0,Custom,sales,Inexoft Technologies, Hr Payroll Customizationn,,"base, account, hr, om_hr_payroll, om_hr_payroll_account",False,True,False,common/om_payroll_custom,__manifest__.py
expiry_return_replacement,Expiry Return and Replacement,15.0.1.0.0,Custom,Expiry Return and Replacement,Inexoft Technologies, Expiry Return and Replacement ,"
        Contains

            ♦ Expiry Return 

            ♦ Expiry Replacement
           
    ","base, account, stock, purchase, inexoft_direct_sales_purchase, inexoft_freight_charges, uom",False,True,False,common/expiry_return_replacement,__manifest__.py
om_hr_payroll,Odoo 15 HR Payroll,15.0.4.0.0,Custom,Generic Modules/Human Resources,"Odoo Mates, Odoo SA",Payroll For Odoo 15 Community Edition,"Odoo 15 Payroll, Payroll Odoo 15, Odoo Community Payroll","mail, hr_contract, hr_holidays",False,True,True,common/om_hr_payroll,__manifest__.py
inexoft_account_voucher_access,Account Voucher Access by Inexoft,0.1,Custom,Uncategorized,My Company,"
        Short (1 phrase/line) summary of the module's purpose, used as
        subtitle on modules listing or apps.openerp.com","
        Long description of module's purpose
    ","base, account, snailmail_account, inexoft_account_voucher, inexoft_freight_charges, l10n_in",False,True,False,common/inexoft_account_voucher_access,__manifest__.py
advance_search_widget,Advance Search Widget,13.0.1.0.0,Custom,Tools,,"
        
    ","
    To display Advance search widget use widget=""advance_search_many2one"" in <field> tag.
    To display fields in autocomplete popup you have to provide 'adv_fields' attribute in <field> tag
    wit","web, product",False,True,False,common/advance_search_widget,__manifest__.py
purchase_extension,Purchase Extension,15.0.1.0.0,Custom,Purchase,Inexoft Technologies, Contains Purchase Modification ,"
        Contains

            ♦ Purchase 

            ♦ Purchase Return

            ♦ Purchase Order

            ♦ Supplier Master

            ♦ Product Master  
    ","base, account, stock, purchase, inexoft_direct_sales_purchase, inexoft_freight_charges, uom",False,True,False,common/purchase_extension,__manifest__.py
stock_inventory_reset_draft_cancel,"Stock Receipt, Issue Note Reset To Draft",0.1,Custom,Uncategorized,My Company,"
        Short (1 phrase/line) summary of the module's purpose, used as
        subtitle on modules listing or apps.openerp.com","
        Long description of module's purpose
    ","base, stock, stock_receipt_issue",False,True,False,common/stock_inventory_reset_draft_cancel,__manifest__.py
inexoft_freight_charges,Freight Charges,0.1,Custom,account,Inexoft Technologies,"
        Freight Charges
        ","
        Freight Charges
    ",account,False,True,False,common/inexoft_freight_charges,__manifest__.py
inexoft_direct_sales_purchase_cancel,Cancel Direct Sales & Purchase,0.1,Custom,sales,Inexoft Technologies,"
        Cancel Direct Sales & Purchase","
        Cancel Direct Sales & Purchase
    ","account, inexoft_direct_sales_purchase, stock_picking_cancel_extended",False,True,False,common/inexoft_direct_sales_purchase_cancel,__manifest__.py
inexoft_account_payments,Account Payments,0.1,Custom,accounting,Inexoft Technologies,"
        Account Payments
        ","
        Account Payments
    ","account, base_accounting_kit",False,True,False,common/inexoft_account_payments,__manifest__.py
account_move_name_sequence,Account Move Number Sequence,15.0.1.0.0,Custom,Accounting,"Akretion,Vauxoo,Odoo Community Association (OCA)",Generate journal entry number from sequence,,account,False,True,False,common/account_move_name_sequence,__manifest__.py
om_hr_payroll_account,Odoo 15 Payroll Accounting,15.0.0.0.0,Custom,Generic Modules/Human Resources,"Odoo Mates, Odoo SA",Generic Payroll system Integrated with Accounting,Generic Payroll system Integrated with Accounting,"om_hr_payroll, account",False,True,True,common/om_hr_payroll_account,__manifest__.py
stock_picking_cancel_extended,Stock Picking Cancel/Reverse/Revert Odoo,13.0.0.5,Custom,"Warehouse,Stock",BrowseInfo,Apps for cancel stock picking reverse stock picking cancel done picking reverse workflow delivery order cancel incoming shipment cancel cancel picking order cancel delivery order cancel stock move cancel done picking reverse picking process done delivery,"
    stock picking reverse workflow stock picking cancel delivery order cancel incoming shipment cancel, cancel picking order, cancel delivery order, cancel incoming shipment, cancel order, set to dra","stock, purchase",False,True,False,common/stock_picking_cancel_extended,__manifest__.py
disable_quick_create,Disable Quick Create,13.0.1,Custom,Web,Inexoft Technologies,"Disable ""quick create"" for all and ""create and edit"" for specific models",,web,False,True,False,common/disable_quick_create,__manifest__.py
inexoft_direct_sales_purchase,Direct Sales & Purchase,15.0.1,Custom,sales,Inexoft Technologies, Direct Sales & Purchase, Direct Sales & Purchase ,"account, purchase, sale, stock, stock_account",False,True,False,common/inexoft_direct_sales_purchase,__manifest__.py
inexoft_account_voucher,Account Voucher,0.1,Custom,accounting,Inexoft Technologies,"
        Account Voucher
        ","
        Account Voucher
    ",account,False,True,False,common/inexoft_account_voucher,__manifest__.py
multi_update_modules,Multi Update Modules,15.0.0.0.0,Custom,Extra Tools,Arxi,Updates multiple Odoo modules,,base,False,True,False,common/multi_update_modules,__manifest__.py
evaluation_sheet_comparison,Evaluation Sheet Comparison,15.0.1,Custom,Accounting,,"
        Odoo 15 Evaluation Sheet Comparison
    ",,"base, beta_reports_base, real_estate_sheets",False,True,False,reports15/JUPITER_DEMO/evaluation_sheet_comparison,__manifest__.py
booking_log_report,Booking Log Report,15.0.1,Custom,Real Estate,,"
        Odoo 15 Booking Log Report
    ",,"base, beta_reports_base, itsys_real_estate",False,True,False,reports15/JUPITER_DEMO/booking_log_report,__manifest__.py
debtors_outstanding_statement,Debtors Outstanding Statement,15.0.1,Custom,Real Estate,,"
        Odoo 15 Debtors Outstanding Statement
    ",,"base, beta_reports_base, itsys_real_estate",False,True,False,reports15/JUPITER_DEMO/debtors_outstanding_statement,__manifest__.py
booking_report,Booking Report,15.0.1,Custom,Real Estate,,"
        Odoo 15 Booking Report
    ",,"base, beta_reports_base, itsys_real_estate",False,True,False,reports15/JUPITER_DEMO/booking_report,__manifest__.py
budget_actual_comparison,Collection Target Report,15.0.1,Custom,Real Estate,,"
        Odoo 15 Collection Target Report
    ",,"base, beta_reports_base, itsys_real_estate",False,True,False,reports15/JUPITER_DEMO/budget_actual_comparison,__manifest__.py
project_wise_registration_report,Project Wise Registration Report,15.0.1,Custom,Real Estate,,"
        Odoo 15 Project Wise Registration Report
    ",,"base, beta_reports_base, itsys_real_estate",False,True,False,reports15/JUPITER_DEMO/project_wise_registration_report,__manifest__.py
cluster_head_report,Cluster Head Wise Booking Report,15.0.1,Custom,Real Estate,,"
        Odoo 15 Cluster Head Wise Booking Report
    ",,"base, beta_reports_base, itsys_real_estate",False,True,False,reports15/JUPITER_DEMO/cluster_head_report,__manifest__.py
crm_target_report,CRM Target Report,15.0.1,Custom,Real Estate,,"
        Odoo 15 CRM Target Report
    ",,"base, beta_reports_base, itsys_real_estate",False,True,False,reports15/JUPITER_DEMO/crm_target_report,__manifest__.py
term_sheet_report,Term Sheet Report,15.0.1,Custom,Real Estate,,"
        Odoo 15 Term Sheet Report
    ",,"base, beta_reports_base, itsys_real_estate",False,True,False,reports15/JUPITER_DEMO/term_sheet_report,__manifest__.py
registration_report,Registration Report,15.0.1,Custom,Real Estate,,"
        Odoo 15 Registration Report
    ",,"base, beta_reports_base, itsys_real_estate",False,True,False,reports15/JUPITER_DEMO/registration_report,__manifest__.py
billing_collection_report,Billing & Collection Report,15.0.1,Custom,Real Estate,,"
        Odoo 15 Billing & Collection Report
    ",,"base, beta_reports_base, itsys_real_estate",False,True,False,reports15/JUPITER_DEMO/billing_collection_report,__manifest__.py
developer_ageing_report,Developer Ageing Report,15.0.1,Custom,Real Estate,,"
        Odoo 15 Developer Ageing
    ",,"base, beta_reports_base, itsys_real_estate",False,True,False,reports15/JUPITER_DEMO/developer_ageing_report,__manifest__.py
employee_project_details,Employee Project Details,15.0.1,Custom,Real Estate,,"
        Odoo 15 Employee Project Details
    ",,"base, beta_reports_base, itsys_real_estate",False,True,False,reports15/JUPITER_DEMO/employee_project_details,__manifest__.py
flat_inventory,Flat Inventory,15.0.1,Custom,Real Estate,,"
        Odoo 15 Flat Inventory Report
    ",,"base, beta_reports_base, itsys_real_estate",False,True,False,reports15/JUPITER_DEMO/flat_inventory,__manifest__.py
collection_target_report,Collection Target Report,15.0.1,Custom,Real Estate,,"
        Odoo 15 Collection Target Report
    ",,"base, beta_reports_base, itsys_real_estate",False,True,False,reports15/JUPITER_DEMO/collection_target_report,__manifest__.py
profit_loss_balance_sheet,Profit Loss & Balance Sheet,15.0.1,Custom,Accounting,,"
        Odoo 15 Profit Loss & Balance Sheet
    ",,"base, beta_reports_base, account, base_accounting_kit, manufacturing_trading",False,True,False,reports15/accounting/profit_loss_balance_sheet,__manifest__.py
partner_ledger, ♦ Partner Ledger ♦ ,15.0.1,Custom,Accounts Report, Inexoft Technologies, Shows receivable and payable journal entries of the partners ,,"base, beta_reports_base, account",False,True,False,reports15/accounting/partner_ledger,__manifest__.py
cash_book,Cash Book,15.0.1,Custom,Accounting,,"
        Odoo 15 Cash Book
    ",,"base, beta_reports_base, account",False,True,False,reports15/accounting/cash_book,__manifest__.py
daybook_co_op, ♦ Daybook Co-Op ♦ ,15.0.1,Custom,Accounts Report,Inexoft Technologies, Daybook Co-Op Odoo 15 ,,"base, beta_reports_base, account, base_setup",False,True,False,reports15/accounting/daybook_co_op,__manifest__.py
rnd_register,Receipt and Disbursement,15.0,Custom,Accounts Report, Inexoft Technologies , Used to construct a cash flow forecast ,,"base, beta_reports_base, account",False,True,False,reports15/accounting/rnd_register,__manifest__.py
manufacturing_trading,Manufacturing & Trading A/C,15.0.1,Custom,Accounting,,"
        Odoo 15 Manufacturing & Trading A/C
    ",,"base, beta_reports_base, account, base_accounting_kit",False,True,False,reports15/accounting/manufacturing_trading,__manifest__.py
trial_balance,Trial Balance,15.0.1,Custom,Accounting,,"
        Odoo 15 Trial Balance
    ",,"base, beta_reports_base, account",False,True,False,reports15/accounting/trial_balance,__manifest__.py
general_ledger,General Ledger,15.0.1,Custom,Accounting,,"
        Odoo 15 General Ledger
    ",,"base, beta_reports_base, account",False,True,False,reports15/accounting/general_ledger,__manifest__.py
day_book,Day Book,15.0.1,Custom,Accounting,,"
        Odoo 15 Day Book
    ",,"base, beta_reports_base, account",False,True,False,reports15/accounting/day_book,__manifest__.py
inexoft_account_head_type,Inexoft Account Head Type,15.0.1,Custom,Accounts,Inexoft Technologies, Inexoft Account Head Type , Inexoft Account Head Type ,"account, base_accounting_kit, manufacturing_trading",False,True,False,reports15/accounting/inexoft_account_head_type,__manifest__.py
beta_register_marking, Payroll register making ,15.0,Custom,Register Making,Inexoft Technologies, Payroll Register Making ,,"base, beta_reports_base, hr",False,True,False,reports15/accounting/beta_register_marking,__manifest__.py
general_ledger_report,General Ledger 15,0.1,Custom,Uncategorized,,"
        general ledger for 15","
        general ledger 15
    ","base, account",False,True,False,reports15/accounting/general_ledger_report,__manifest__.py
category_wise_asset,Category Wise Asset Report,15.0.1,Custom,Real Estate,,"
        Odoo 15 Category Wise Asset Report
    ",,"base, beta_reports_base, base_accounting_kit, account_vouchers",False,True,False,reports15/accounting/category_wise_asset,__manifest__.py
beta_payroll_report,Payroll Report,15.0,Custom,Payroll Report,Inexoft Technologies, Payroll Report ,,"base, beta_reports_base, stock",False,True,False,reports15/accounting/beta_payroll_report,__manifest__.py
sales_summary,Sales Summary,15.0.1,Custom,Sales,,"
        Odoo 15 Sales Summary
    ",,"base, beta_reports_base, account",False,True,False,reports15/SALES/sales_summary,__manifest__.py
spot_booking_invoice_report,Spot Booking Invoice Report,15.0.1,Custom,Sales,,"
        Odoo 15 Spot Booking Invoice Reports
    ",,"base, beta_reports_base, real_estate_extension",False,True,False,reports15/SALES/spot_booking_invoice_report,__manifest__.py
incentive_invoice_report,Incentive Invoice Report,15.0.1,Custom,Sales,,"
        Odoo 15 Incentive Invoice Reports
    ",,"base, beta_reports_base, real_estate_extension",False,True,False,reports15/SALES/incentive_invoice_report,__manifest__.py
cp_brokerage_invoice_report,CP Brokerage Invoice Report,15.0.1,Custom,Sales,,"
        Odoo 15 CP Brokerage Invoice Reports
    ",,"base, beta_reports_base, real_estate_extension",False,True,False,reports15/SALES/cp_brokerage_invoice_report,__manifest__.py
sales_tax_report,Sales Tax Report,15.0.1,Custom,Sales,,"
        Odoo 15 Sales Tax Reports
    ",,"base, beta_reports_base, account",False,True,False,reports15/SALES/sales_tax_report,__manifest__.py
developer_invoice_report,Developer Invoice Report,15.0.1,Custom,Sales,,"
        Odoo 15 Developer Invoice Reports
    ",,"base, beta_reports_base, real_estate_extension",False,True,False,reports15/SALES/developer_invoice_report,__manifest__.py
customer_sales_report,Customer Sales Report,15.0.1,Custom,Sales,,"
        Odoo 15 Customer Sales Reports
    ",,"base, beta_reports_base, account",False,True,False,reports15/SALES/customer_sales_report,__manifest__.py
stock_recipt_issue_report,Stock Issue/Receipt Report,15.0,Custom,Stock Issue/Receipt Report,Inexoft Technologies, Stock Issue/Receipt Report ,"
        A patient appointment is a scheduled meeting between a patient and a healthcare provider 
        for medical consultation or treatment.The appointment involves the patient checking in,
     ","base, beta_reports_base, stock, purchase",False,True,False,reports15/inventory/stock_recipt_issue_report,__manifest__.py
product_ledger,Product Ledger,15.0,Custom,Product Ledger,Inexoft Technologies, Product Ledger ,"
        A patient appointment is a scheduled meeting between a patient and a healthcare provider 
        for medical consultation or treatment.The appointment involves the patient checking in,
     ","base, beta_reports_base, account, stock",False,True,False,reports15/inventory/product_ledger,__manifest__.py
batchwise_product_report,Batchwise Product Report,15.0,Custom,Batchwise Product Report,Inexoft Technologies, Batchwise Product Report,"
        A patient appointment is a scheduled meeting between a patient and a healthcare provider 
        for medical consultation or treatment.The appointment involves the patient checking in,
     ","base, beta_reports_base, account, stock",False,True,False,reports15/inventory/batchwise_product_report,__manifest__.py
batchwise_stock_report,Batchwise Stock Report,15.0,Custom,Batchwise Stock Report ,Inexoft Technologies, Batchwise Stock Report,"
        A patient appointment is a scheduled meeting between a patient and a healthcare provider 
        for medical consultation or treatment.The appointment involves the patient checking in,
     ","base, beta_reports_base, account",False,True,False,reports15/inventory/batchwise_stock_report,__manifest__.py
inventory_report,Inventory Report,15.0,Custom,Inventory Report,Inexoft Technologies, Inventory Report ,"
        A patient appointment is a scheduled meeting between a patient and a healthcare provider 
        for medical consultation or treatment.The appointment involves the patient checking in,
     ","base, beta_reports_base, account",False,True,False,reports15/inventory/inventory_report,__manifest__.py
reports_script,Reports Script,0.1,Custom,Uncategorized,My Company,"
        Short (1 phrase/line) summary of the module's purpose, used as
        subtitle on modules listing or apps.openerp.com","
        Long description of module's purpose
    ",base,False,True,False,reports15/BASE/reports_script,__manifest__.py
reports_menu,Report Menus,15.0,Custom,Report Menus,Inexoft Technologies, Report Menus ,"
        A patient appointment is a scheduled meeting between a patient and a healthcare provider 
        for medical consultation or treatment.The appointment involves the patient checking in,
     ","base, beta_reports_base, account",False,True,False,reports15/BASE/reports_menu,__manifest__.py
beta_reports_base,Beta Report Base 15,15.0.1,Custom,Reports,Unknown,,,base,False,True,False,reports15/BASE/beta_reports_base,__manifest__.py
evaluation_sheet_comparison,Evaluation Sheet Comparison,15.0.1,Custom,Accounting,,"
        Odoo 15 Evaluation Sheet Comparison
    ",,"base, beta_reports_base, real_estate_sheets",False,True,False,reports15/JUPITER/evaluation_sheet_comparison,__manifest__.py
booking_log_report,Booking Log Report,15.0.1,Custom,Real Estate,,"
        Odoo 15 Booking Log Report
    ",,"base, beta_reports_base, itsys_real_estate",False,True,False,reports15/JUPITER/booking_log_report,__manifest__.py
debtors_outstanding_statement,Debtors Outstanding Statement,15.0.1,Custom,Real Estate,,"
        Odoo 15 Debtors Outstanding Statement
    ",,"base, beta_reports_base, itsys_real_estate",False,True,False,reports15/JUPITER/debtors_outstanding_statement,__manifest__.py
booking_report,Booking Report,15.0.1,Custom,Real Estate,,"
        Odoo 15 Booking Report
    ",,"base, beta_reports_base, itsys_real_estate",False,True,False,reports15/JUPITER/booking_report,__manifest__.py
budget_actual_comparison,Collection Target Report,15.0.1,Custom,Real Estate,,"
        Odoo 15 Collection Target Report
    ",,"base, beta_reports_base, itsys_real_estate",False,True,False,reports15/JUPITER/budget_actual_comparison,__manifest__.py
project_wise_registration_report,Project Wise Registration Report,15.0.1,Custom,Real Estate,,"
        Odoo 15 Project Wise Registration Report
    ",,"base, beta_reports_base, itsys_real_estate",False,True,False,reports15/JUPITER/project_wise_registration_report,__manifest__.py
cluster_head_report,Cluster Head Wise Booking Report,15.0.1,Custom,Real Estate,,"
        Odoo 15 Cluster Head Wise Booking Report
    ",,"base, beta_reports_base, itsys_real_estate",False,True,False,reports15/JUPITER/cluster_head_report,__manifest__.py
crm_target_report,CRM Target Report,15.0.1,Custom,Real Estate,,"
        Odoo 15 CRM Target Report
    ",,"base, beta_reports_base, itsys_real_estate",False,True,False,reports15/JUPITER/crm_target_report,__manifest__.py
term_sheet_report,Term Sheet Report,15.0.1,Custom,Real Estate,,"
        Odoo 15 Term Sheet Report
    ",,"base, beta_reports_base, itsys_real_estate",False,True,False,reports15/JUPITER/term_sheet_report,__manifest__.py
registration_report,Registration Report,15.0.1,Custom,Real Estate,,"
        Odoo 15 Registration Report
    ",,"base, beta_reports_base, itsys_real_estate",False,True,False,reports15/JUPITER/registration_report,__manifest__.py
billing_collection_report,Billing & Collection Report,15.0.1,Custom,Real Estate,,"
        Odoo 15 Billing & Collection Report
    ",,"base, beta_reports_base, itsys_real_estate",False,True,False,reports15/JUPITER/billing_collection_report,__manifest__.py
developer_ageing_report,Developer Ageing Report,15.0.1,Custom,Real Estate,,"
        Odoo 15 Developer Ageing
    ",,"base, beta_reports_base, itsys_real_estate",False,True,False,reports15/JUPITER/developer_ageing_report,__manifest__.py
employee_project_details,Employee Project Details,15.0.1,Custom,Real Estate,,"
        Odoo 15 Employee Project Details
    ",,"base, beta_reports_base, itsys_real_estate",False,True,False,reports15/JUPITER/employee_project_details,__manifest__.py
flat_inventory,Flat Inventory,15.0.1,Custom,Real Estate,,"
        Odoo 15 Flat Inventory Report
    ",,"base, beta_reports_base, itsys_real_estate",False,True,False,reports15/JUPITER/flat_inventory,__manifest__.py
collection_target_report,Collection Target Report,15.0.1,Custom,Real Estate,,"
        Odoo 15 Collection Target Report
    ",,"base, beta_reports_base, itsys_real_estate",False,True,False,reports15/JUPITER/collection_target_report,__manifest__.py
product_wise_purchase_report,Product Wise Purchase Report,15.0,Custom,Product Wise Purchase Report,Inexoft Technologies, Product Wise Purchase Report ,"
        A patient appointment is a scheduled meeting between a patient and a healthcare provider 
        for medical consultation or treatment.The appointment involves the patient checking in,
     ","base, beta_reports_base, account",False,True,False,reports15/purchase/product_wise_purchase_report,__manifest__.py
supplier_wise_purchase_report,Supplier Wise Purchase Report,15.0,Custom,Purchase Summary Report,Inexoft Technologies, Dynamic Supplier Wise Purchase Report ,"
        A patient appointment is a scheduled meeting between a patient and a healthcare provider 
        for medical consultation or treatment.The appointment involves the patient checking in,
     ","base, beta_reports_base, account",False,True,False,reports15/purchase/supplier_wise_purchase_report,__manifest__.py
purchase_summary_report,Purchase Summary Report,15.0,Custom,Purchase Summary Report,Inexoft Technologies, Dynamic Purchase Summary Report ,"
        A patient appointment is a scheduled meeting between a patient and a healthcare provider 
        for medical consultation or treatment.The appointment involves the patient checking in,
     ","base, beta_reports_base, account",False,True,False,reports15/purchase/purchase_summary_report,__manifest__.py
beta_purchase_detail,Purchase Details Register,0.1,Custom,beta,,,,"base, beta_reports_base, stock",False,True,False,reports15/purchase/beta_purchase_detail,__manifest__.py
supplier_purchase_report,Supplier Wise Purchase Report,15.0,Custom,Purchase Summary Report,Inexoft Technologies, Dynamic Supplier Wise Purchase Report ,"
        A patient appointment is a scheduled meeting between a patient and a healthcare provider 
        for medical consultation or treatment.The appointment involves the patient checking in,
     ","base, beta_reports_base, account",False,True,False,reports15/purchase/supplier_purchase_report,__manifest__.py
purchase_detail,Cash Book,15.0.1,Custom,Accounting,,"
        Odoo 15 Cash Book
    ",,"base, beta_reports_base, account",False,True,False,reports15/purchase/purchase_detail,__manifest__.py
purchase_tax_report,Purchase tax Report,15.0,Custom,Purchase Report,Inexoft Technologies, Dynamic Purchase Tax Report ,"
        A patient appointment is a scheduled meeting between a patient and a healthcare provider 
        for medical consultation or treatment.The appointment involves the patient checking in,
     ","base, beta_reports_base, account",False,True,False,reports15/purchase/purchase_tax_report,__manifest__.py
anita_theme_base,anita_theme_base,15.0.0.7,Theme,Theme/Backend,Funenc Odoo Team,"
        Base for anita odoo themes, it support free login for odoo
    ","
        Odoo Login, 
        Odoo login page, 
        Odoo login theme
        Login, 
        Anita Theme Base,
        Anita Theme,
        Awesome Theme,
        Multi tab theme,
        Pop form","base, web",False,True,True,themes15/anita_theme_base,__manifest__.py
dark_mode_backend,Dark Mode Backend Theme,15.0.1.0.0,Theme,Themes/Backend,Cybrosys Techno Solutions,Dark Mode Backend Theme V15 is an attractive theme for backend,"Minimalist and elegant backend theme for Odoo 15, Backend Theme, Theme","base, web, mail",False,True,False,themes15/dark_mode_backend,__manifest__.py
code_backend_theme,Code Backend Theme V15,15.0.1.0.5,Theme,Themes/Backend,Cybrosys Techno Solutions,Code Backend Theme V15 is an attractive theme for backend,"Minimalist and elegant backend theme for Odoo 14, Backend Theme, Theme","base, web, mail",False,True,False,themes15/code_backend_theme,__manifest__.py
backend_theme_infinito,Infinito Backend Theme,15.0.1.0.0,Theme,Themes/Backend,Cybrosys Techno Solutions,"The Backend Theme Infinito Is A Dynamic And Ultimate Theme
     For Your Odoo V15. This Theme Will Give You A New Experience With Odoo.
      Main Highlight Of The Theme Is You Can Dynamically Change The Colors,
       Views, Buttons, Different Types Sidebar...Etc",Utmost and dynamic backend theme for Odoo 15,web,False,True,False,themes15/backend_theme_infinito,__manifest__.py
artify_backend_theme,Artify Backend Theme V15,15.0.1.0.0,Theme,Themes/Backend,Cybrosys Techno Solutions,Artify Backend Theme V15 is an attractive theme for backend,"Minimalist and elegant backend theme for Odoo 15, Backend Theme, Theme","base, web, mail",False,True,False,themes15/artify_backend_theme,__manifest__.py
vista_backend_theme,Vista Backend Theme V15,15.0.1.0.1,Theme,Themes/Backend,Cybrosys Techno Solutions,Vista Backend Theme V15 is an attractive theme for backend,"Minimalist and elegant backend theme for Odoo 14, Backend Theme, Theme","base, web, mail",False,True,False,themes15/vista_backend_theme,__manifest__.py
anita_dark_theme,anita_dark_theme,15.0.0.1,Theme,Theme/Backend,Fuenec Odoo Team,"
        Dark mode theme for odoo","
        Dark mode theme for odoo, free, free, free!
    ","base, anita_theme_base",False,True,False,themes15/anita_dark_theme,__manifest__.py
muk_web_theme,MuK Backend Theme,15.0.1.0.1,Theme,Themes/Backend,MuK IT,Odoo Community Backend Theme,,"base_setup, web_editor, mail",False,True,False,themes15/muk_web_theme,__manifest__.py
modern_theme,Modern Backend Theme,15.0.1.0.0,Theme,Themes/Backend,"Odoo Land, Fadoo","
        Odoo Land Modern Theme","
        Modern theme is a Odoo backend theme for Community edition, with the latest template design methods and support full responsive.
    ","base, web, mail, web_responsive",False,True,False,themes15/modern_theme,__manifest__.py
dodger_blue,Dodger Blue Backend Theme,15.0.1.0.0,Theme,Themes/Backend,Cybrosys Techno Solutions,Outrageous Blue Backend Theme,Backend theme for Odoo 15.0 community edition. Blue theme blue backend theme odoo backend theme,"website, portal",False,True,False,themes15/dodger_blue,__manifest__.py
web_responsive,Web Responsive,15.0.1.1.4,Theme,Website,"LasLabs, Tecnativa, ITerra, Odoo Community Association (OCA)","Responsive web client, community-supported",,"web, mail",False,True,False,themes15/web_responsive,__manifest__.py
jazzy_backend_theme,Jazzy Backend Theme v15,15.0.1.0.0,Theme,Themes/Backend,Cybrosys Techno Solutions,Jazzy backed Theme V15 is an attractive theme for backend,"Minimalist and elegant backend theme for Odoo 15, Backend Theme, Theme","base, web, mail",False,True,False,themes15/jazzy_backend_theme,__manifest__.py
